PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
10297432;"Colegio Mayor Argentino Nuestra Señora de Luján";"";"";"Tipo mixta.";"Bus: 46, 160, 161, 46, U, A.  Metro: Moncloa (línea 6) Ciudad Universitaria (línea 6)  Bicimad: Estación 257 (avenida Juan de Herrera frente a la calle Paul Guinard).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=341d849d706fa510VgnVCM2000001f4a900aRCRD";"MARTIN FIERRO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"437941";"4476419";"40.43610678975899";"-3.731701576349752";"911 812 050";"915 446 001";"administracion@cmanslujan.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
10297437;"Colegio Mayor Barberán y Collar";"";"";"Tipo mixta.";"Bus: 160, 161, A, 46.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20cd849d706fa510VgnVCM2000001f4a900aRCRD";"SENECA";"AVENIDA";"V";"16";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"437816";"4476247";"40.434545397562495";"-3.7331585246591557";"916 020 300";"";"cmubarberan@mde.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
10297474;"Colegio Mayor Casa Do Brasil";"";"";"Tipo mixta.";"Metro: Ciudad Universitaria (línea 6).  Bus: 132, 133, 162, 46, 82, 83, G, U, 160, 161, A.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8b0849d706fa510VgnVCM2000001f4a900aRCRD";"MEMORIA";"AVENIDA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438486";"4476684";"40.43853583084271";"-3.7252915757655174";"914 551 560";"";"sec@casadobrasil.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
10297556;"Colegio Mayor Chaminade";"";"";"Tipo mixta.";"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (línea 6 y 7).  Bus: 132, F, C2, C1.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fce1849d706fa510VgnVCM2000001f4a900aRCRD";"JUAN XXIII";"PASEO";"V";"9";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439137";"4477657";"40.44734637151868";"-3.7177116209853853";"915 545 400";"";"secretaria@fugjchaminade.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
10297714;"Colegio Mayor Diego de Covarrubias";"";"";"Tipo mixta.";"Bus: U, 46, 160, 161, A.  Metro: Moncloa (Línea 6), Ciudad Universitaria (Línea 6)  Bicimad: Estación 257 (avenida Juan de Herrera frente a la calle Paul Guinard).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f15849d706fa510VgnVCM2000001f4a900aRCRD";"SENECA";"AVENIDA";"V";"10";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438108";"4476343";"40.43543488509487";"-3.7297224981364576";"913 941 030";"913 941 158";"cmm@pas.ucm.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
10297748;"Colegio Mayor Elías Ahúja";"";"";"Tipo masculina.";"Bus: 132, F, Circular Metro: Guzman el Bueno (Línea 6)";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba16849d706fa510VgnVCM2000001f4a900aRCRD";"RECTOR ROYO-VILLANOVA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439345";"4478044";"40.45084427289562";"-3.7153019237576634";"915 337 700";"";"info@eliasahuja.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6522;"Colegio Mayor Fundación SEPI";"";"";"Tipo mixta.";"Metro: Vicente Aleixandre (línea 6).  Bus: F, C2, 132, C1.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3163b54d771c010VgnVCM1000000b205a0aRCRD";"GREGORIO DEL AMO";"AVENIDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439043";"4477609";"40.446907485706866";"-3.7188228498669362";"915 336 812 / 915 338 602 / 915 338 603";"915 548 758";"colegiomayor@fundacionsepi.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6520;"Colegio Mayor Jaime del Amo";"";"";"Tipo masculina.";"Metro: Vicente Aleixandre (línea 6),   Bus: 132, F. Circular";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed563b54d771c010VgnVCM1000000b205a0aRCRD";"GREGORIO DEL AMO";"AVENIDA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438750";"4477491";"40.44582638073112";"-3.72226686792607";"915 540 804";"915 547 066";"secretaria@jaimedelamo.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6521;"Colegio Mayor Jorge Juan";"";"";"Tipo mixta.";"Bus: 160, 161, A, 46, U.  Metro: Moncloa (línea 6) y Ciudad Universitaria (línea 6)";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70763b54d771c010VgnVCM1000000b205a0aRCRD";"SENECA";"AVENIDA";"V";"14";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"437936";"4476288";"40.4349249042721";"-3.7317433524081887";"915 507 100";"915 507 244";"secretaria@cmjorgejuan.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6523;"Colegio Mayor Juan Luis Vives";"";"";"Tipo mixta.";"Metro: Plaza de Castilla (líneas 1, 9 y 10).  Bus: 5, 14, 16, 27, 29, 49, 66, 70, 80, 107, 124, 135, 147, 150.   Bicimad: Estación 255 (calle General López Pozas, 2).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03863b54d771c010VgnVCM1000000b205a0aRCRD";"FRANCISCO SUAREZ";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28036";"5";"NUEVA ESPAÑA";"5";"CHAMARTIN";"441961";"4479597";"40.46502029145429";"-3.6845899986944497";"914 979 900";"";"cmluisvives@uam.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6524;"Colegio Mayor Juan XXIII Roncalli";"";"";"Tipo femenina.";"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (línea 6), Ciudad Universitaria (línea 6)  Bus: 132, F, C2.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e808a4ea6871c010VgnVCM1000000b205a0aRCRD";"RAMIRO DE MAEZTU";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439111";"4477845";"40.44903948047641";"-3.7180373012857046";"915 339 408 / 915 339 409";"";"direccion@roncalli.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6527;"Colegio Mayor Loyola";"";"";"Tipo mixta.";"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).  Bus: 132, F, Circular";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=95963b54d771c010VgnVCM1000000b205a0aRCRD";"JUAN XXIII";"PASEO";"V";"17";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439337";"4477951";"40.45000544910973";"-3.7153887868377877";"915 340 404";"915 352 205";"secretaria@cmuloyola.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6528;"Colegio Mayor Mara";"";"";"Tipo femenina.";"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).  Bus: 132, F, C2.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28a63b54d771c010VgnVCM1000000b205a0aRCRD";"JUAN XXIII";"PASEO";"V";"15";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439277";"4477904";"40.44958307800659";"-3.7160919870624136";"915 536 604";"";"secretaria@colegiomayormara.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6529;"Colegio Mayor Marqués de la Ensenada";"";"";"Tipo mixta.";"Bus: 46, 160, 161, A.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bab63b54d771c010VgnVCM1000000b205a0aRCRD";"SENECA";"AVENIDA";"V";"18";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"437783";"4476235";"40.43444043139228";"-3.733543743924688";"915 497 100";"915 495 501";"info@cmumarquesdelaensenada.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
11955027;"Colegio Mayor Mater Salvatoris";"";"";"Tipo femenina.";"Bus: 161.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b3d29b0795c6810VgnVCM1000001d4a900aRCRD";"VALDESQUI";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28023";"5";"VALDEMARIN";"9";"MONCLOA-ARAVACA";"434629";"4479548";"40.46404258469897";"-3.7710701028693103";"913 071 247 / 913 071 248";"";"madrid.cmu@matersalvatoris.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6530;"Colegio Mayor Méndel";"";"";"Tipo mixta.";"Metro: Vicente Aleixandre (línea 6).  Bus: 132, F, C2.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dc63b54d771c010VgnVCM1000000b205a0aRCRD";"RECTOR ROYO-VILLANOVA";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439226";"4478055";"40.450938406912854";"-3.716699793684652";"915 340 700";"";"director@cmmendel.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6531;"Colegio Mayor Moncloa";"";"";"Tipo masculina.";"Metro: Guzmán el Bueno (línea 6 y 7), Vicente Aleixandre (línea 6).  Bus: 45, 2, C1, F, C2.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dfd63b54d771c010VgnVCM1000000b205a0aRCRD";"MONCLOA";"AVENIDA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439328";"4477492";"40.44587627267912";"-3.715446297968531";"915 338 500";"";"info@cmmoncloa.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6532;"Colegio Mayor Montalbán";"";"";"Tipo masculina.";"Metro:  Núñez de Balboa (líneas 5 y 9).  Bus: 61, 19, 51, 9.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=62f63b54d771c010VgnVCM1000000b205a0aRCRD";"DIEGO DE LEON";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28006";"6";"CASTELLANA";"4";"SALAMANCA";"441972";"4476247";"40.434842602381124";"-3.684160626397251";"685 745 752 (información para pisos)";"";"info@cmmontalban.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
11955131;"Colegio Mayor Nuestra Señora de África";"";"";"Tipo mixta.";"Metro: Vicente Aleixandre (línea 6).  Bus: 132, F.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=390029b0795c6810VgnVCM1000001d4a900aRCRD";"RAMIRO DE MAEZTU";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438795";"4477771";"40.44834777034175";"-3.721755062437034";"915 540 104";"";"info.africa@eoi.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6534;"Colegio Mayor Nuestra Señora de Guadalupe";"";"";"Tipo mixta.";"Metro: Moncloa (líneas 3 y 6).  Bus: 160, 161, A, 132, 133, 162, 46, 82, 83, G, U.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=36263b54d771c010VgnVCM1000000b205a0aRCRD";"SENECA";"AVENIDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438464";"4476468";"40.4365837060789";"-3.7255298689626724";"915 435 200";"";"info.guadalupe@eoi.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6538;"Colegio Mayor Padre Poveda";"";"";"Tipo femenina.";"Metro: Vicente Aleixandre (línea 6), Gúzman el Bueno (líneas 6 y 7).  Bus: C1, C2.  Bicimad: Estación 244 (calle Isaac Peral, 44).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a273b54d771c010VgnVCM1000000b205a0aRCRD";"ISAAC PERAL";"CALLE";"V";"60";"";"";"";"";"MADRID";"MADRID";"28040";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439022";"4477171";"40.442963646266804";"-3.7190211475612625";"914 562 589";"";"secretaria@cmppoveda.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
10298280;"Colegio Mayor Pío XII";"";"";"Tipo masculina.";"Metro: Vicente Aleixandre (línea 6).  Bus: C1, C2, 132, F.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b721beab56fa510VgnVCM2000001f4a900aRCRD";"JUAN XXIII";"PASEO";"V";"3";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438935";"4477389";"40.44491451422515";"-3.7200680644720574";"915 141 700 / 915 141 711";"";"info@colegiomayorpioxii.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6545;"Colegio Mayor Santa María de Europa";"";"";"Tipo mixta.";"Metro: Islas Filipinas (línea 7), Canal (líneas 2 y 7).  Bus: 12, 132, 44, 83";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6873b54d771c010VgnVCM1000000b205a0aRCRD";"CEA BERMUDEZ";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28003";"2";"ARAPILES";"7";"CHAMBERI";"439858";"4476690";"40.438685506832634";"-3.7091237782947606";"915 336 200";"";"ccmm@ucm.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6544;"Colegio Mayor Santa María del Pino";"";"";"Tipo femenina.";"Metro: Islas Filipinas (línea 7).  Bus: 1, 2, 12, 44, C";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ca73b54d771c010VgnVCM1000000b205a0aRCRD";"SAN FRANCISCO DE SALES";"PASEO";"V";"13";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439255";"4476886";"40.44040601048909";"-3.7162462206445745";"915 432 409";"915 495 022";"secretaria@colegiomayorpino.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6546;"Colegio Mayor Santa Mónica";"";"";"Tipo femenina.";"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).  Bus: 132, C2, F.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9eb73b54d771c010VgnVCM1000000b205a0aRCRD";"JUAN XXIII";"PASEO";"V";"19";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439401";"4477989";"40.45035239946326";"-3.7146291167019014";"915 333 001";"";"secretaria@cmumonica.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
46080;"Colegio Mayor Santa Teresa de Jesús";"";"";"Tipo mixta.";"Bus: 160, 161, A, U, 46.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a147598d1351c010VgnVCM1000000b205a0aRCRD";"SENECA";"AVENIDA";"V";"12";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438037";"4476320";"40.43522158947955";"-3.730558119606541";"913 941 008";"";"";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6552;"Colegio Mayor Somosierra";"";"";"Tipo femenina.";"Metro: Concha Espina (línea 9), Colombia (líneas 8 y 9).  Bus: 52, 120, 43.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46f73b54d771c010VgnVCM1000000b205a0aRCRD";"VICTOR DE LA SERNA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28016";"4";"HISPANOAMERICA";"5";"CHAMARTIN";"442967";"4478297";"40.45338463229645";"-3.672607650534373";"914 136 011 / 618 746 081";"";"cmsomosierra@cmsomosierra.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
