PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;4;6;28079004_6_48;2023;12;0.3;V;0.4;V;0.5;V;0.4;V;0.5;V;0.5;V;0.6;V;0.3;V;0.4;V;0.4;V;0.4;V;0.5;V;0.4;V;0.6;V;0.5;V;0.6;V;0.7;V;0.7;V;0.8;V;0.5;V;0.8;V;0.7;V;0.6;V;0.6;V;0.6;V;0.8;V;0.8;V;0.8;V;0.8;V;0.7;V;0.4;V
28;079;4;7;28079004_7_8;2023;01;28;V;13;V;28;V;44;V;57;V;37;V;30;V;6;V;10;V;33;V;19;V;45;V;28;V;43;V;3;V;3;V;2;V;4;V;3;V;9;V;12;V;5;V;32;V;10;V;9;V;26;V;26;V;7;V;5;V;30;V;59;V
28;079;4;7;28079004_7_8;2023;02;36;V;56;V;75;V;55;V;29;V;27;V;12;V;8;V;14;V;22;V;2;V;2;V;19;V;3;V;8;V;22;V;30;V;11;V;8;V;16;V;13;V;25;V;2;N;17;V;15;V;9;V;4;V;13;V;0;N;0;N;0;N
28;079;4;7;28079004_7_8;2023;03;28;V;28;V;25;V;18;V;18;V;8;V;7;V;7;V;8;V;7;V;12;V;14;V;23;V;4;V;20;V;27;V;3;V;3;V;9;V;8;V;22;V;12;V;15;V;4;V;5;V;4;V;12;V;21;V;20;V;4;V;4;V
28;079;4;7;28079004_7_8;2023;04;3;V;3;V;7;V;6;V;6;V;8;V;5;V;6;V;6;V;18;V;12;V;4;V;4;V;4;V;4;V;4;V;6;V;5;V;4;V;16;V;16;V;3;V;4;V;9;V;12;V;17;V;20;V;16;V;7;V;4;V;0;N
28;079;4;7;28079004_7_8;2023;05;4;V;4;V;6;V;1;V;8;V;4;V;2;V;4;V;4;V;2;V;1;V;2;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;2;V;1;V;1;V;3;V;3;V;7;V
28;079;4;7;28079004_7_8;2023;06;2;V;2;V;3;V;2;V;3;V;3;V;5;V;4;V;4;V;4;V;2;V;2;V;3;V;2;V;3;V;4;V;5;V;1;V;3;V;2;V;6;V;6;V;2;V;2;V;4;V;4;V;4;V;2;V;7;V;3;V;0;N
28;079;4;7;28079004_7_8;2023;07;3;V;3;V;3;V;5;V;6;V;3;V;2;V;1;V;3;V;7;V;10;V;5;V;7;V;4;V;3;V;1;V;10;V;9;V;2;V;3;V;3;V;3;V;3;V;2;V;1;V;3;V;2;V;3;V;3;V;2;V;3;V
28;079;4;7;28079004_7_8;2023;08;3;V;7;V;2;V;1;V;3;V;4;V;5;V;4;V;6;V;3;V;5;V;6;V;2;V;3;V;2;V;5;V;6;V;3;V;4;V;9;V;8;V;5;V;2;V;2;V;6;V;2;V;1;V;2;V;3;V;2;V;9;V
28;079;4;7;28079004_7_8;2023;09;9;V;4;V;1;V;2;V;11;V;8;V;6;V;7;V;4;V;4;V;8;V;12;V;5;V;7;V;4;V;5;V;4;V;5;V;18;V;6;V;4;V;5;V;14;V;12;V;28;V;24;V;20;V;22;V;21;V;17;V;0;N
28;079;4;7;28079004_7_8;2023;10;20;V;25;V;21;V;16;V;35;V;30;V;27;V;24;V;31;V;29;V;29;V;15;V;16;V;5;V;9;V;5;V;8;V;3;V;3;V;3;V;4;V;6;V;4;V;3;V;4;V;4;V;5;V;4;V;2;V;4;V;32;V
28;079;4;7;28079004_7_8;2023;11;19;V;3;V;4;V;3;V;4;V;6;V;6;V;16;V;4;V;4;V;4;V;4;V;11;V;49;V;41;V;50;V;53;V;39;V;41;V;45;V;22;V;6;V;41;V;67;V;62;V;33;V;37;V;6;V;6;V;5;V;0;N
28;079;4;7;28079004_7_8;2023;12;7;V;8;V;17;V;8;V;18;V;25;V;46;V;6;V;6;V;5;V;16;V;43;V;6;V;31;V;23;V;41;V;40;V;71;V;87;V;28;V;76;V;64;V;41;V;31;V;32;V;84;V;77;V;82;V;89;V;43;V;2;V
28;079;4;8;28079004_8_8;2023;01;35;V;34;V;36;V;42;V;44;V;39;V;39;V;11;V;29;V;38;V;26;V;41;V;43;V;41;V;14;V;10;V;7;V;16;V;13;V;33;V;28;V;23;V;41;V;28;V;33;V;49;V;40;V;31;V;27;V;47;V;70;V
28;079;4;8;28079004_8_8;2023;02;53;V;67;V;74;V;72;V;50;V;38;V;37;V;28;V;42;V;40;V;26;V;23;V;36;V;32;V;42;V;47;V;51;V;46;V;41;V;37;V;44;V;41;V;16;N;41;V;39;V;29;V;16;V;31;V;0;N;0;N;0;N
28;079;4;8;28079004_8_8;2023;03;42;V;46;V;45;V;40;V;48;V;21;V;15;V;17;V;19;V;18;V;13;V;25;V;21;V;17;V;46;V;51;V;14;V;13;V;32;V;27;V;43;V;32;V;27;V;14;V;14;V;12;V;30;V;49;V;44;V;16;V;11;V
28;079;4;8;28079004_8_8;2023;04;8;V;13;V;24;V;20;V;32;V;34;V;22;V;32;V;32;V;35;V;27;V;13;V;14;V;10;V;12;V;11;V;20;V;21;V;25;V;40;V;31;V;11;V;16;V;21;V;22;V;35;V;48;V;41;V;27;V;11;V;0;N
28;079;4;8;28079004_8_8;2023;05;10;V;26;V;32;V;10;V;25;V;29;V;14;V;25;V;18;V;11;V;10;V;9;V;8;V;11;V;13;V;11;V;7;V;9;V;9;V;11;V;10;V;18;V;13;V;17;V;27;V;19;V;15;V;16;V;29;V;30;V;23;V
28;079;4;8;28079004_8_8;2023;06;23;V;21;V;18;V;17;V;25;V;23;V;26;V;21;V;17;V;13;V;13;V;17;V;20;V;18;V;25;V;32;V;33;V;12;V;22;V;13;V;25;V;28;V;26;V;25;V;32;V;30;V;31;V;24;V;30;V;10;V;0;N
28;079;4;8;28079004_8_8;2023;07;13;V;16;V;16;V;25;V;24;V;20;V;19;V;14;V;26;V;43;V;38;V;28;V;26;V;29;V;11;V;16;V;47;V;36;V;18;V;26;V;16;V;15;V;28;V;15;V;12;V;21;V;25;V;21;V;23;V;19;V;17;V
28;079;4;8;28079004_8_8;2023;08;21;V;25;V;11;V;6;V;14;V;17;V;19;V;28;V;39;V;21;V;36;V;30;V;19;V;21;V;18;V;25;V;30;V;17;V;19;V;29;V;36;V;27;V;19;V;23;V;19;V;13;V;4;V;13;V;14;V;14;V;31;V
28;079;4;8;28079004_8_8;2023;09;37;V;32;V;12;V;23;V;30;V;39;V;35;V;36;V;23;V;21;V;27;V;36;V;26;V;30;V;21;V;26;V;20;V;26;V;31;V;25;V;15;V;19;V;35;V;41;V;52;V;56;V;46;V;48;V;50;V;46;V;0;N
28;079;4;8;28079004_8_8;2023;10;46;V;50;V;56;V;50;V;58;V;55;V;53;V;51;V;62;V;59;V;58;V;47;V;42;V;29;V;21;V;19;V;24;V;9;V;20;V;11;V;15;V;21;V;20;V;14;V;12;V;12;V;18;V;11;V;13;V;19;V;42;V
28;079;4;8;28079004_8_8;2023;11;22;V;8;V;12;V;8;V;10;V;27;V;28;V;33;V;14;V;19;V;8;V;13;V;25;V;40;V;38;V;49;V;53;V;35;V;39;V;45;V;30;V;20;V;44;V;58;V;54;V;43;V;32;V;19;V;20;V;18;V;0;N
28;079;4;8;28079004_8_8;2023;12;25;V;29;V;34;V;29;V;37;V;40;V;42;V;19;V;19;V;20;V;31;V;40;V;25;V;40;V;38;V;42;V;40;V;49;V;50;V;27;V;59;V;48;V;38;V;37;V;35;V;47;V;48;V;52;V;48;V;44;V;18;V
28;079;4;12;28079004_12_8;2023;01;79;V;54;V;79;V;109;V;132;V;96;V;84;V;21;V;44;V;89;V;56;V;110;V;86;V;107;V;18;V;15;V;11;V;22;V;17;V;47;V;46;V;31;V;90;V;43;V;47;V;89;V;80;V;42;V;35;V;94;V;159;V
28;079;4;12;28079004_12_8;2023;02;107;V;152;V;189;V;156;V;94;V;80;V;56;V;41;V;64;V;73;V;30;V;25;V;65;V;37;V;54;V;81;V;98;V;63;V;54;V;61;V;64;V;79;V;20;N;67;V;62;V;43;V;23;V;50;V;0;N;0;N;0;N
28;079;4;12;28079004_12_8;2023;03;84;V;88;V;84;V;67;V;75;V;33;V;27;V;27;V;31;V;29;V;31;V;47;V;55;V;23;V;77;V;92;V;20;V;18;V;45;V;40;V;77;V;50;V;49;V;20;V;22;V;18;V;48;V;81;V;74;V;21;V;17;V
28;079;4;12;28079004_12_8;2023;04;13;V;18;V;35;V;29;V;41;V;46;V;30;V;41;V;42;V;62;V;45;V;19;V;20;V;16;V;18;V;17;V;30;V;28;V;31;V;65;V;55;V;16;V;22;V;35;V;40;V;60;V;78;V;66;V;38;V;17;V;0;N
28;079;4;12;28079004_12_8;2023;05;16;V;32;V;41;V;12;V;37;V;35;V;16;V;31;V;24;V;14;V;12;V;12;V;10;V;14;V;16;V;13;V;9;V;12;V;11;V;13;V;11;V;21;V;15;V;19;V;32;V;22;V;17;V;18;V;34;V;35;V;34;V
28;079;4;12;28079004_12_8;2023;06;27;V;24;V;22;V;19;V;30;V;27;V;34;V;27;V;23;V;19;V;15;V;20;V;24;V;21;V;30;V;37;V;40;V;14;V;26;V;15;V;34;V;37;V;29;V;28;V;38;V;35;V;36;V;28;V;41;V;14;V;0;N
28;079;4;12;28079004_12_8;2023;07;18;V;20;V;20;V;33;V;33;V;24;V;22;V;16;V;31;V;54;V;54;V;36;V;36;V;35;V;15;V;18;V;62;V;50;V;21;V;30;V;20;V;20;V;32;V;18;V;14;V;26;V;28;V;25;V;28;V;22;V;21;V
28;079;4;12;28079004_12_8;2023;08;25;V;35;V;13;V;8;V;19;V;24;V;27;V;33;V;48;V;25;V;44;V;39;V;22;V;26;V;21;V;32;V;39;V;21;V;24;V;43;V;48;V;35;V;22;V;26;V;29;V;16;V;6;V;17;V;19;V;18;V;45;V
28;079;4;12;28079004_12_8;2023;09;51;V;39;V;14;V;27;V;47;V;52;V;44;V;47;V;30;V;27;V;39;V;54;V;33;V;41;V;27;V;34;V;27;V;34;V;58;V;34;V;21;V;27;V;57;V;60;V;94;V;93;V;77;V;82;V;82;V;72;V;0;N
28;079;4;12;28079004_12_8;2023;10;76;V;88;V;89;V;74;V;112;V;100;V;95;V;88;V;110;V;103;V;103;V;70;V;66;V;37;V;35;V;26;V;36;V;14;V;25;V;15;V;21;V;31;V;26;V;19;V;18;V;17;V;25;V;17;V;17;V;25;V;91;V
28;079;4;12;28079004_12_8;2023;11;51;V;12;V;18;V;13;V;16;V;36;V;38;V;58;V;20;V;26;V;13;V;19;V;41;V;115;V;101;V;125;V;135;V;95;V;103;V;115;V;63;V;29;V;108;V;160;V;150;V;93;V;89;V;29;V;29;V;25;V;0;N
28;079;4;12;28079004_12_8;2023;12;35;V;41;V;59;V;41;V;64;V;79;V;111;V;29;V;29;V;27;V;55;V;106;V;35;V;87;V;73;V;105;V;101;V;158;V;184;V;70;V;176;V;146;V;101;V;84;V;84;V;175;V;166;V;178;V;185;V;110;V;21;V
28;079;8;1;28079008_1_38;2023;01;3;V;2;V;2;V;3;V;3;V;3;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;4;V
28;079;8;1;28079008_1_38;2023;02;3;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;3;V;3;V;3;V;3;V;0;N;0;N;0;N
28;079;8;1;28079008_1_38;2023;03;3;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;3;V;1;V;1;V;1;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;8;1;28079008_1_38;2023;04;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;13;N;1;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;0;N
28;079;8;1;28079008_1_38;2023;05;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V
28;079;8;1;28079008_1_38;2023;06;2;V;1;V;1;V;2;V;2;N;2;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;0;N
28;079;8;1;28079008_1_38;2023;07;4;V;3;V;3;N;3;V;3;V;3;V;3;V;4;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V
28;079;8;1;28079008_1_38;2023;08;5;V;6;V;5;V;4;V;5;V;5;V;4;V;2;V;2;V;2;V;2;V;3;V;2;V;3;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;3;V;3;V
28;079;8;1;28079008_1_38;2023;09;3;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;2;V;3;V;2;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;1;V;1;V;1;V;0;N
28;079;8;1;28079008_1_38;2023;10;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;N;1;V;1;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;-0;N;0;N;1;V;1;V;2;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V
28;079;8;1;28079008_1_38;2023;11;4;V;4;V;4;V;4;V;4;V;5;N;5;N;5;V;5;V;5;V;5;V;5;V;5;V;6;V;6;V;6;V;5;V;6;V;6;V;6;V;5;V;6;V;6;V;7;V;7;V;6;V;6;V;6;V;6;V;6;V;0;N
28;079;8;1;28079008_1_38;2023;12;6;V;6;V;6;V;6;V;7;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;7;V;7;V;6;V;5;V;5;V;5;V;6;V;5;V;5;V;4;V;5;V;5;V;6;V;7;V;6;V;5;V
28;079;8;6;28079008_6_48;2023;01;0.4;V;0.3;V;0.4;V;0.5;V;0.5;V;0.5;V;0.5;V;0.3;V;0.4;V;0.4;V;0.5;V;0.6;V;0.6;V;0.6;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.4;V;0.5;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.7;V
28;079;8;6;28079008_6_48;2023;02;0.5;V;0.6;V;0.7;V;0.6;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0;N;0;N;0;N
28;079;8;6;28079008_6_48;2023;03;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.4;V;0.6;N;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.5;V;0.3;V;0.3;V
28;079;8;6;28079008_6_48;2023;04;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.2;V;0;N
28;079;8;6;28079008_6_48;2023;05;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;8;6;28079008_6_48;2023;06;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.2;V;0;N
28;079;8;6;28079008_6_48;2023;07;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V
28;079;8;6;28079008_6_48;2023;08;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V
28;079;8;6;28079008_6_48;2023;09;0.4;V;0.3;V;0.3;V;0.4;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.5;V;0.4;N;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.4;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0;N
28;079;8;6;28079008_6_48;2023;10;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.3;V
28;079;8;6;28079008_6_48;2023;11;0.3;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.2;V;0.2;V;0.4;V;0.6;V;0.7;V;0.3;V;0.3;V;0.2;V;0.2;V;0.1;V;0;N
