MAGNITUD,UNIDAD,PUNTO_MUESTREO,ANO,MES,DIA,MEDIDA
NOx,μg/m3,28079011,23,6,8,56
NOx,μg/m3,28079011,23,6,9,22
NOx,μg/m3,28079011,23,6,10,19
NOx,μg/m3,28079011,23,6,11,23
NOx,μg/m3,28079011,23,6,12,26
NOx,μg/m3,28079011,23,6,13,36
NOx,μg/m3,28079011,23,6,14,30
NOx,μg/m3,28079011,23,6,15,41
NOx,μg/m3,28079011,23,6,16,47
NOx,μg/m3,28079011,23,6,17,41
NOx,μg/m3,28079011,23,6,18,21
NOx,μg/m3,28079011,23,6,19,33
NOx,μg/m3,28079011,23,6,20,24
NOx,μg/m3,28079011,23,6,21,39
NOx,μg/m3,28079011,23,6,22,42
NOx,μg/m3,28079011,23,6,23,36
NOx,μg/m3,28079011,23,6,24,37
NOx,μg/m3,28079011,23,6,25,31
NOx,μg/m3,28079011,23,6,26,35
NOx,μg/m3,28079011,23,6,27,37
NOx,μg/m3,28079011,23,6,28,40
NOx,μg/m3,28079011,23,6,29,31
NOx,μg/m3,28079011,23,6,30,11
NOx,μg/m3,28079011,23,7,1,15
NOx,μg/m3,28079011,23,7,2,17
NOx,μg/m3,28079011,23,7,3,24
NOx,μg/m3,28079011,23,7,4,32
NOx,μg/m3,28079011,23,7,5,32
NOx,μg/m3,28079011,23,7,6,32
NOx,μg/m3,28079011,23,7,7,28
NOx,μg/m3,28079011,23,7,8,19
NOx,μg/m3,28079011,23,7,9,28
NOx,μg/m3,28079011,23,7,10,48
NOx,μg/m3,28079011,23,7,11,45
NOx,μg/m3,28079011,23,7,12,34
NOx,μg/m3,28079011,23,7,13,32
NOx,μg/m3,28079011,23,7,14,29
NOx,μg/m3,28079011,23,7,15,10
NOx,μg/m3,28079011,23,7,16,17
NOx,μg/m3,28079011,23,7,17,58
NOx,μg/m3,28079011,23,7,18,50
NOx,μg/m3,28079011,23,7,19,25
NOx,μg/m3,28079011,23,7,20,30
NOx,μg/m3,28079011,23,7,21,23
NOx,μg/m3,28079011,23,7,22,20
NOx,μg/m3,28079011,23,7,23,34
NOx,μg/m3,28079011,23,7,24,21
NOx,μg/m3,28079011,23,7,25,22
NOx,μg/m3,28079011,23,7,26,33
NOx,μg/m3,28079011,23,7,27,39
NOx,μg/m3,28079011,23,7,28,27
NOx,μg/m3,28079011,23,7,29,27
NOx,μg/m3,28079011,23,7,30,18
NOx,μg/m3,28079011,23,7,31,23
NOx,μg/m3,28079011,23,8,1,28
NOx,μg/m3,28079011,23,8,2,40
NOx,μg/m3,28079011,23,8,3,16
NOx,μg/m3,28079011,23,8,4,9
NOx,μg/m3,28079011,23,8,5,18
NOx,μg/m3,28079011,23,8,6,19
NOx,μg/m3,28079011,23,8,7,36
NOx,μg/m3,28079011,23,8,8,32
NOx,μg/m3,28079011,23,8,9,35
NOx,μg/m3,28079011,23,8,10,24
NOx,μg/m3,28079011,23,8,11,30
NOx,μg/m3,28079011,23,8,12,23
NOx,μg/m3,28079011,23,8,13,14
NOx,μg/m3,28079011,23,8,14,22
NOx,μg/m3,28079011,23,8,15,20
NOx,μg/m3,28079011,23,8,16,35
NOx,μg/m3,28079011,23,8,17,35
NOx,μg/m3,28079011,23,8,18,21
NOx,μg/m3,28079011,23,8,19,19
NOx,μg/m3,28079011,23,8,20,29
NOx,μg/m3,28079011,23,8,21,40
NOx,μg/m3,28079011,23,8,22,28
NOx,μg/m3,28079011,23,8,23,24
NOx,μg/m3,28079011,23,8,24,25
NOx,μg/m3,28079011,23,8,25,35
NOx,μg/m3,28079011,23,8,26,13
NOx,μg/m3,28079011,23,8,27,7
NOx,μg/m3,28079011,23,8,28,17
NOx,μg/m3,28079011,23,8,29,14
NOx,μg/m3,28079011,23,8,30,17
NOx,μg/m3,28079011,23,8,31,35
NOx,μg/m3,28079011,23,9,1,49
NOx,μg/m3,28079011,23,9,2,32
NOx,μg/m3,28079011,23,9,3,13
NOx,μg/m3,28079011,23,9,4,40
NOx,μg/m3,28079011,23,9,5,49
NOx,μg/m3,28079011,23,9,6,53
NOx,μg/m3,28079011,23,9,7,55
NOx,μg/m3,28079011,23,9,8,56
NOx,μg/m3,28079011,23,9,9,27
NOx,μg/m3,28079011,23,9,10,24
NOx,μg/m3,28079011,23,9,11,27
NOx,μg/m3,28079011,23,9,12,50
NOx,μg/m3,28079011,23,9,13,32
NOx,μg/m3,28079011,23,9,14,30
NOx,μg/m3,28079011,23,9,15,29
NOx,μg/m3,28079011,23,9,16,30
NOx,μg/m3,28079011,23,9,17,25
NOx,μg/m3,28079011,23,9,18,39
NOx,μg/m3,28079011,23,9,19,54
NOx,μg/m3,28079011,23,9,20,39
NOx,μg/m3,28079011,23,9,21,20
NOx,μg/m3,28079011,23,9,22,36
NOx,μg/m3,28079011,23,9,23,63
NOx,μg/m3,28079011,23,9,24,63
NOx,μg/m3,28079011,23,9,25,93
NOx,μg/m3,28079011,23,9,26,105
NOx,μg/m3,28079011,23,9,27,86
NOx,μg/m3,28079011,23,9,28,84
NOx,μg/m3,28079011,23,9,29,83
NOx,μg/m3,28079011,23,9,30,63
NOx,μg/m3,28079011,23,10,1,72
NOx,μg/m3,28079011,23,10,2,84
NOx,μg/m3,28079011,23,10,3,89
NOx,μg/m3,28079011,23,10,4,77
NOx,μg/m3,28079011,23,10,5,103
NOx,μg/m3,28079011,23,10,6,59
NOx,μg/m3,28079011,23,10,7,77
NOx,μg/m3,28079011,23,10,8,53
NOx,μg/m3,28079011,23,10,9,88
NOx,μg/m3,28079011,23,10,10,110
NOx,μg/m3,28079011,23,10,11,100
NOx,μg/m3,28079011,23,10,12,65
NOx,μg/m3,28079011,23,10,13,47
NOx,μg/m3,28079011,23,10,14,34
NOx,μg/m3,28079011,23,10,15,28
NOx,μg/m3,28079011,23,10,16,23
NOx,μg/m3,28079011,23,10,17,50
NOx,μg/m3,28079011,23,10,18,14
NOx,μg/m3,28079011,23,10,19,37
NOx,μg/m3,28079011,23,10,20,18
NOx,μg/m3,28079011,23,10,21,21
NOx,μg/m3,28079011,23,10,22,22
NOx,μg/m3,28079011,23,10,23,35
NOx,μg/m3,28079011,23,10,24,19
NOx,μg/m3,28079011,23,10,25,16
NOx,μg/m3,28079011,23,10,26,20
NOx,μg/m3,28079011,23,10,27,18
NOx,μg/m3,28079011,23,10,28,14
NOx,μg/m3,28079011,23,10,29,25
NOx,μg/m3,28079011,23,10,30,34
NOx,μg/m3,28079011,23,10,31,96
NOx,μg/m3,28079011,23,11,1,62
NOx,μg/m3,28079011,23,11,2,17
NOx,μg/m3,28079011,23,11,3,19
NOx,μg/m3,28079011,23,11,4,12
NOx,μg/m3,28079011,23,11,5,12
NOx,μg/m3,28079011,23,11,6,40
NOx,μg/m3,28079011,23,11,7,43
NOx,μg/m3,28079011,23,11,8,53
NOx,μg/m3,28079011,23,11,9,19
NOx,μg/m3,28079011,23,11,10,23
NOx,μg/m3,28079011,23,11,11,11
NOx,μg/m3,28079011,23,11,12,14
NOx,μg/m3,28079011,23,11,13,42
NOx,μg/m3,28079011,23,11,14,136
NOx,μg/m3,28079011,23,11,15,96
NOx,μg/m3,28079011,23,11,16,148
NOx,μg/m3,28079011,23,11,17,137
NOx,μg/m3,28079011,23,11,18,92
NOx,μg/m3,28079011,23,11,19,113
NOx,μg/m3,28079011,23,11,20,86
NOx,μg/m3,28079011,23,11,21,42
NOx,μg/m3,28079011,23,11,22,36
NOx,μg/m3,28079011,23,11,23,96
NOx,μg/m3,28079011,23,11,24,164
NOx,μg/m3,28079011,23,11,25,135
NOx,μg/m3,28079011,23,11,26,55
NOx,μg/m3,28079011,23,11,27,117
NOx,μg/m3,28079011,23,11,28,37
NOx,μg/m3,28079011,23,11,29,30
NOx,μg/m3,28079011,23,11,30,34
NOx,μg/m3,28079011,23,12,1,37
NOx,μg/m3,28079011,23,12,2,41
NOx,μg/m3,28079011,23,12,3,51
NOx,μg/m3,28079011,23,12,4,36
NOx,μg/m3,28079011,23,12,5,42
NOx,μg/m3,28079011,23,12,6,82
NOx,μg/m3,28079011,23,12,7,100
NOx,μg/m3,28079011,23,12,8,20
NOx,μg/m3,28079011,23,12,9,21
NOx,μg/m3,28079011,23,12,10,26
NOx,μg/m3,28079011,23,12,11,69
NOx,μg/m3,28079011,23,12,12,86
NOx,μg/m3,28079011,23,12,13,37
NOx,μg/m3,28079011,23,12,14,62
NOx,μg/m3,28079011,23,12,15,51
NOx,μg/m3,28079011,23,12,16,147
NOx,μg/m3,28079011,23,12,17,111
NOx,μg/m3,28079011,23,12,18,165
NOx,μg/m3,28079011,23,12,19,171
NOx,μg/m3,28079011,23,12,20,98
NOx,μg/m3,28079011,23,12,21,177
NOx,μg/m3,28079011,23,12,22,168
NOx,μg/m3,28079011,23,12,23,120
NOx,μg/m3,28079011,23,12,24,111
NOx,μg/m3,28079011,23,12,25,66
NOx,μg/m3,28079011,23,12,26,172
NOx,μg/m3,28079011,23,12,27,192
NOx,μg/m3,28079011,23,12,28,197
NOx,μg/m3,28079011,23,12,29,187
NOx,μg/m3,28079011,23,12,30,117
NOx,μg/m3,28079011,23,12,31,21
BTX,μg/m3,28079011,23,1,1,0.8
BTX,μg/m3,28079011,23,1,2,1.1
BTX,μg/m3,28079011,23,1,3,1.4
BTX,μg/m3,28079011,23,1,4,1.9
BTX,μg/m3,28079011,23,1,5,2.3
BTX,μg/m3,28079011,23,1,6,1.7
BTX,μg/m3,28079011,23,1,7,1.4
BTX,μg/m3,28079011,23,1,8,0.5
BTX,μg/m3,28079011,23,1,24,1.6
BTX,μg/m3,28079011,23,1,25,1.4
BTX,μg/m3,28079011,23,1,26,1.3
BTX,μg/m3,28079011,23,1,27,2.8
BTX,μg/m3,28079011,23,1,28,2.8
BTX,μg/m3,28079011,23,1,29,2.8
BTX,μg/m3,28079011,23,1,30,1.4
BTX,μg/m3,28079011,23,1,31,1.2
BTX,μg/m3,28079011,23,4,1,0.9
BTX,μg/m3,28079011,23,4,2,0.7
BTX,μg/m3,28079011,23,4,3,1.5
BTX,μg/m3,28079011,23,4,4,0.8
BTX,μg/m3,28079011,23,4,5,1.2
BTX,μg/m3,28079011,23,4,6,1
BTX,μg/m3,28079011,23,4,7,1.1
BTX,μg/m3,28079011,23,4,8,1.6
BTX,μg/m3,28079011,23,4,9,1.8
BTX,μg/m3,28079011,23,4,10,3.1
BTX,μg/m3,28079011,23,4,11,1.9
BTX,μg/m3,28079011,23,4,12,1.5
BTX,μg/m3,28079011,23,4,13,1.3
BTX,μg/m3,28079011,23,4,14,1.2
BTX,μg/m3,28079011,23,4,15,1
BTX,μg/m3,28079011,23,4,16,0.5
BTX,μg/m3,28079011,23,4,17,1.2
BTX,μg/m3,28079011,23,4,18,1.3
BTX,μg/m3,28079011,23,4,19,2.6
BTX,μg/m3,28079011,23,4,20,3.7
BTX,μg/m3,28079011,23,4,21,4
BTX,μg/m3,28079011,23,4,22,0.9
BTX,μg/m3,28079011,23,4,23,1.2
BTX,μg/m3,28079011,23,4,24,2.1
BTX,μg/m3,28079011,23,4,25,4.1
BTX,μg/m3,28079011,23,4,26,6
BTX,μg/m3,28079011,23,4,29,2.8
BTX,μg/m3,28079011,23,4,30,0.7
BTX,μg/m3,28079011,23,5,1,0.6
BTX,μg/m3,28079011,23,5,2,1.8
BTX,μg/m3,28079011,23,5,3,4.9
BTX,μg/m3,28079011,23,5,4,1.5
BTX,μg/m3,28079011,23,5,5,2.5
BTX,μg/m3,28079011,23,5,6,2.1
BTX,μg/m3,28079011,23,5,7,0.9
BTX,μg/m3,28079011,23,5,8,1.6
BTX,μg/m3,28079011,23,5,9,2.1
BTX,μg/m3,28079011,23,5,10,1.1
BTX,μg/m3,28079011,23,5,11,0.9
BTX,μg/m3,28079011,23,5,12,0.9
BTX,μg/m3,28079011,23,5,13,0.6
BTX,μg/m3,28079011,23,5,14,0.6
BTX,μg/m3,28079011,23,5,15,0.7
BTX,μg/m3,28079011,23,5,16,0.9
BTX,μg/m3,28079011,23,5,17,0.8
BTX,μg/m3,28079011,23,5,18,0.7
BTX,μg/m3,28079011,23,5,19,1
BTX,μg/m3,28079011,23,5,20,0.4
BTX,μg/m3,28079011,23,5,21,0.4
BTX,μg/m3,28079011,23,5,22,1
BTX,μg/m3,28079011,23,5,23,1
BTX,μg/m3,28079011,23,5,24,0.8
BTX,μg/m3,28079011,23,5,25,1.5
BTX,μg/m3,28079011,23,5,26,1.2
BTX,μg/m3,28079011,23,5,27,0.9
BTX,μg/m3,28079011,23,5,28,0.8
BTX,μg/m3,28079011,23,5,29,1.8
BTX,μg/m3,28079011,23,5,30,2.3
BTX,μg/m3,28079011,23,5,31,2
BTX,μg/m3,28079011,23,6,1,1
BTX,μg/m3,28079011,23,6,2,1
BTX,μg/m3,28079011,23,6,3,0.8
BTX,μg/m3,28079011,23,6,4,0.7
BTX,μg/m3,28079011,23,6,5,1.3
BTX,μg/m3,28079011,23,6,6,1.5
BTX,μg/m3,28079011,23,6,7,1.1
BTX,μg/m3,28079011,23,6,8,1.6
BTX,μg/m3,28079011,23,6,9,1
BTX,μg/m3,28079011,23,6,10,0.7
BTX,μg/m3,28079011,23,6,11,1.2
BTX,μg/m3,28079011,23,6,12,1.1
BTX,μg/m3,28079011,23,6,13,1.3
BTX,μg/m3,28079011,23,6,14,1.2
BTX,μg/m3,28079011,23,6,15,2.1
BTX,μg/m3,28079011,23,6,16,2.6
BTX,μg/m3,28079011,23,6,17,1.8
BTX,μg/m3,28079011,23,6,18,0.9
BTX,μg/m3,28079011,23,6,19,1.3
BTX,μg/m3,28079011,23,6,20,1.5
BTX,μg/m3,28079011,23,6,21,2.1
BTX,μg/m3,28079011,23,6,22,2.2
BTX,μg/m3,28079011,23,6,23,1.9
BTX,μg/m3,28079011,23,6,24,1.3
BTX,μg/m3,28079011,23,6,25,1.8
BTX,μg/m3,28079011,23,6,26,1.8
BTX,μg/m3,28079011,23,6,27,1.7
BTX,μg/m3,28079011,23,6,28,1.8
BTX,μg/m3,28079011,23,6,29,1.7
BTX,μg/m3,28079011,23,6,30,0.6
BTX,μg/m3,28079011,23,7,1,0.6
BTX,μg/m3,28079011,23,7,2,0.6
BTX,μg/m3,28079011,23,7,3,1.1
BTX,μg/m3,28079011,23,7,4,1.6
BTX,μg/m3,28079011,23,7,5,2
BTX,μg/m3,28079011,23,7,6,2
BTX,μg/m3,28079011,23,7,7,1.4
BTX,μg/m3,28079011,23,7,8,1.3
BTX,μg/m3,28079011,23,7,9,1.6
BTX,μg/m3,28079011,23,7,10,2.3
BTX,μg/m3,28079011,23,7,11,2.5
BTX,μg/m3,28079011,23,7,12,2.3
BTX,μg/m3,28079011,23,7,13,1.4
BTX,μg/m3,28079011,23,7,14,1.7
BTX,μg/m3,28079011,23,7,15,0.6
BTX,μg/m3,28079011,23,7,16,0.7
BTX,μg/m3,28079011,23,7,17,3.8
BTX,μg/m3,28079011,23,7,18,3.1
BTX,μg/m3,28079011,23,7,19,1.4
BTX,μg/m3,28079011,23,7,20,1.7
BTX,μg/m3,28079011,23,7,21,1.2
BTX,μg/m3,28079011,23,7,22,0.9
BTX,μg/m3,28079011,23,7,23,1.8
BTX,μg/m3,28079011,23,7,24,1.4
BTX,μg/m3,28079011,23,7,25,1.4
BTX,μg/m3,28079011,23,7,26,1.4
BTX,μg/m3,28079011,23,7,27,2.6
BTX,μg/m3,28079011,23,7,28,1.6
BTX,μg/m3,28079011,23,7,29,1.8
BTX,μg/m3,28079011,23,7,30,1
BTX,μg/m3,28079011,23,7,31,1.2
BTX,μg/m3,28079011,23,8,1,1.5
BTX,μg/m3,28079011,23,8,2,2.7
BTX,μg/m3,28079011,23,8,3,1.1
BTX,μg/m3,28079011,23,8,4,0.5
BTX,μg/m3,28079011,23,8,5,0.9
BTX,μg/m3,28079011,23,8,6,0.9
BTX,μg/m3,28079011,23,8,7,1.9
BTX,μg/m3,28079011,23,8,8,2.8
BTX,μg/m3,28079011,23,8,9,2.2
BTX,μg/m3,28079011,23,8,10,1.3
BTX,μg/m3,28079011,23,8,11,2
BTX,μg/m3,28079011,23,8,12,1.2
BTX,μg/m3,28079011,23,8,13,0.9
BTX,μg/m3,28079011,23,8,14,1.1
BTX,μg/m3,28079011,23,8,15,1.4
BTX,μg/m3,28079011,23,8,16,2.1
BTX,μg/m3,28079011,23,8,18,1.7
BTX,μg/m3,28079011,23,8,19,1.5
BTX,μg/m3,28079011,23,8,20,2
BTX,μg/m3,28079011,23,8,21,3.6
BTX,μg/m3,28079011,23,8,22,2
BTX,μg/m3,28079011,23,8,23,1.2
BTX,μg/m3,28079011,23,8,24,1.8
BTX,μg/m3,28079011,23,8,25,3.1
BTX,μg/m3,28079011,23,8,26,1.3
BTX,μg/m3,28079011,23,8,27,0.4
BTX,μg/m3,28079011,23,8,28,1.8
BTX,μg/m3,28079011,23,8,29,1.1
BTX,μg/m3,28079011,23,8,30,0.7
BTX,μg/m3,28079011,23,8,31,2
BTX,μg/m3,28079011,23,9,1,2.4
BTX,μg/m3,28079011,23,9,2,1.6
BTX,μg/m3,28079011,23,9,3,0.4
BTX,μg/m3,28079011,23,9,4,1.6
BTX,μg/m3,28079011,23,9,5,3.4
BTX,μg/m3,28079011,23,9,6,3.6
BTX,μg/m3,28079011,23,9,7,3.7
BTX,μg/m3,28079011,23,9,8,3.6
BTX,μg/m3,28079011,23,9,9,2.3
BTX,μg/m3,28079011,23,9,10,1.4
BTX,μg/m3,28079011,23,9,11,1.5
BTX,μg/m3,28079011,23,9,12,3.8
BTX,μg/m3,28079011,23,9,13,2.2
BTX,μg/m3,28079011,23,9,14,2.1
BTX,μg/m3,28079011,23,9,15,1.5
BTX,μg/m3,28079011,23,9,16,1.4
BTX,μg/m3,28079011,23,9,17,1.3
BTX,μg/m3,28079011,23,9,18,2.2
BTX,μg/m3,28079011,23,9,19,3.2
BTX,μg/m3,28079011,23,9,20,2.4
BTX,μg/m3,28079011,23,9,21,1.3
BTX,μg/m3,28079011,23,9,22,2.4
BTX,μg/m3,28079011,23,9,23,3.3
BTX,μg/m3,28079011,23,9,24,4.2
BTX,μg/m3,28079011,23,9,25,8.7
BTX,μg/m3,28079011,23,9,26,9.1
BTX,μg/m3,28079011,23,9,27,7.2
BTX,μg/m3,28079011,23,9,28,6.2
BTX,μg/m3,28079011,23,9,29,5.1
BTX,μg/m3,28079011,23,9,30,4.5
BTX,μg/m3,28079011,23,10,1,4.7
BTX,μg/m3,28079011,23,10,2,7.6
BTX,μg/m3,28079011,23,10,3,7.5
BTX,μg/m3,28079011,23,10,4,5.1
BTX,μg/m3,28079011,23,10,5,7.7
BTX,μg/m3,28079011,23,10,6,3.4
BTX,μg/m3,28079011,23,10,7,4
BTX,μg/m3,28079011,23,10,8,3.5
BTX,μg/m3,28079011,23,10,9,5.4
BTX,μg/m3,28079011,23,10,10,6.8
BTX,μg/m3,28079011,23,10,11,6.2
BTX,μg/m3,28079011,23,10,12,5
BTX,μg/m3,28079011,23,10,13,2.8
BTX,μg/m3,28079011,23,10,14,1.5
BTX,μg/m3,28079011,23,10,15,1.2
BTX,μg/m3,28079011,23,10,16,1
BTX,μg/m3,28079011,23,10,17,2.2
BTX,μg/m3,28079011,23,10,18,0.7
BTX,μg/m3,28079011,23,10,19,1.3
BTX,μg/m3,28079011,23,10,20,1
BTX,μg/m3,28079011,23,10,21,1
BTX,μg/m3,28079011,23,10,22,0.7
BTX,μg/m3,28079011,23,10,23,1.2
BTX,μg/m3,28079011,23,10,24,0.8
BTX,μg/m3,28079011,23,10,25,0.8
BTX,μg/m3,28079011,23,10,26,0.8
BTX,μg/m3,28079011,23,10,27,0.7
BTX,μg/m3,28079011,23,10,28,0.5
BTX,μg/m3,28079011,23,10,29,0.7
BTX,μg/m3,28079011,23,10,30,2.1
BTX,μg/m3,28079011,23,10,31,3.6
BTX,μg/m3,28079011,23,11,1,2.9
BTX,μg/m3,28079011,23,11,2,0.7
BTX,μg/m3,28079011,23,11,3,0.7
BTX,μg/m3,28079011,23,11,4,0.4
BTX,μg/m3,28079011,23,11,5,0.4
BTX,μg/m3,28079011,23,11,6,2.3
BTX,μg/m3,28079011,23,11,7,2
BTX,μg/m3,28079011,23,11,8,2
BTX,μg/m3,28079011,23,11,9,0.8
BTX,μg/m3,28079011,23,11,10,1
BTX,μg/m3,28079011,23,11,11,0.4
BTX,μg/m3,28079011,23,11,12,0.4
BTX,μg/m3,28079011,23,11,13,1.5
BTX,μg/m3,28079011,23,11,14,6.5
BTX,μg/m3,28079011,23,11,15,5
BTX,μg/m3,28079011,23,11,16,7.8
BTX,μg/m3,28079011,23,11,17,5.1
BTX,μg/m3,28079011,23,11,18,2
BTX,μg/m3,28079011,23,11,19,4.6
BTX,μg/m3,28079011,23,11,20,4.1
BTX,μg/m3,28079011,23,11,21,1.7
BTX,μg/m3,28079011,23,11,22,1.2
BTX,μg/m3,28079011,23,11,23,3.3
BTX,μg/m3,28079011,23,11,24,9.9
BTX,μg/m3,28079011,23,11,25,7.1
BTX,μg/m3,28079011,23,11,26,2.1
BTX,μg/m3,28079011,23,11,27,4.3
BTX,μg/m3,28079011,23,11,28,1.7
BTX,μg/m3,28079011,23,11,29,1.4
BTX,μg/m3,28079011,23,11,30,1.3
BTX,μg/m3,28079011,23,12,1,1.9
BTX,μg/m3,28079011,23,12,2,1.2
BTX,μg/m3,28079011,23,12,3,1.7
BTX,μg/m3,28079011,23,12,4,1.3
BTX,μg/m3,28079011,23,12,5,1.6
BTX,μg/m3,28079011,23,12,6,2.7
BTX,μg/m3,28079011,23,12,7,3.7
BTX,μg/m3,28079011,23,12,8,1.3
BTX,μg/m3,28079011,23,12,9,0.7
BTX,μg/m3,28079011,23,12,10,0.7
BTX,μg/m3,28079011,23,12,11,2.3
BTX,μg/m3,28079011,23,12,12,3.7
BTX,μg/m3,28079011,23,12,13,2.3
BTX,μg/m3,28079011,23,12,14,2.6
BTX,μg/m3,28079011,23,12,15,1.9
BTX,μg/m3,28079011,23,12,17,3.4
BTX,μg/m3,28079011,23,12,18,5.6
BTX,μg/m3,28079011,23,12,19,6.9
BTX,μg/m3,28079011,23,12,20,3.9
BTX,μg/m3,28079011,23,12,21,7
BTX,μg/m3,28079011,23,12,22,7.3
BTX,μg/m3,28079011,23,12,23,4.5
BTX,μg/m3,28079011,23,12,24,3
BTX,μg/m3,28079011,23,12,25,1.5
BTX,μg/m3,28079011,23,12,26,5.6
BTX,μg/m3,28079011,23,12,27,4.4
BTX,μg/m3,28079011,23,12,28,6.2
BTX,μg/m3,28079011,23,12,29,6.6
BTX,μg/m3,28079011,23,12,30,3.6
BTX,μg/m3,28079011,23,12,31,0.6
BTX,μg/m3,28079011,23,1,1,0.3
BTX,μg/m3,28079011,23,1,2,0.2
BTX,μg/m3,28079011,23,1,3,0.3
BTX,μg/m3,28079011,23,1,4,0.6
BTX,μg/m3,28079011,23,1,5,0.6
BTX,μg/m3,28079011,23,1,6,0.5
BTX,μg/m3,28079011,23,1,7,0.5
BTX,μg/m3,28079011,23,1,8,0.2
BTX,μg/m3,28079011,23,1,11,0.2
BTX,μg/m3,28079011,23,1,12,0.3
BTX,μg/m3,28079011,23,1,13,0.6
BTX,μg/m3,28079011,23,1,14,0.5
BTX,μg/m3,28079011,23,1,15,0.6
BTX,μg/m3,28079011,23,1,16,0.8
BTX,μg/m3,28079011,23,1,17,0.3
BTX,μg/m3,28079011,23,1,18,0.3
BTX,μg/m3,28079011,23,1,19,0.4
BTX,μg/m3,28079011,23,1,20,0.4
BTX,μg/m3,28079011,23,1,21,0.6
BTX,μg/m3,28079011,23,1,22,0.5
BTX,μg/m3,28079011,23,1,23,0.4
BTX,μg/m3,28079011,23,1,24,0.2
BTX,μg/m3,28079011,23,1,25,0.3
BTX,μg/m3,28079011,23,1,26,0.3
BTX,μg/m3,28079011,23,1,27,0.5
BTX,μg/m3,28079011,23,1,28,0.5
BTX,μg/m3,28079011,23,1,29,0.5
BTX,μg/m3,28079011,23,1,30,0.2
BTX,μg/m3,28079011,23,1,31,0.2
BTX,μg/m3,28079011,23,4,1,0.2
BTX,μg/m3,28079011,23,4,2,0.3
BTX,μg/m3,28079011,23,4,3,0.4
BTX,μg/m3,28079011,23,4,4,0.2
BTX,μg/m3,28079011,23,4,5,0.5
BTX,μg/m3,28079011,23,4,6,0.4
BTX,μg/m3,28079011,23,4,7,0.3
BTX,μg/m3,28079011,23,4,8,0.3
BTX,μg/m3,28079011,23,4,9,0.4
BTX,μg/m3,28079011,23,4,10,0.5
BTX,μg/m3,28079011,23,4,11,0.3
BTX,μg/m3,28079011,23,4,12,0.3
BTX,μg/m3,28079011,23,4,13,0.4
BTX,μg/m3,28079011,23,4,14,0.3
BTX,μg/m3,28079011,23,4,15,0.3
BTX,μg/m3,28079011,23,4,16,0.2
BTX,μg/m3,28079011,23,4,17,0.2
BTX,μg/m3,28079011,23,4,18,0.6
BTX,μg/m3,28079011,23,4,19,0.6
BTX,μg/m3,28079011,23,4,20,0.5
BTX,μg/m3,28079011,23,4,21,0.5
BTX,μg/m3,28079011,23,4,22,0.2
BTX,μg/m3,28079011,23,4,23,0.2
BTX,μg/m3,28079011,23,4,24,0.3
BTX,μg/m3,28079011,23,4,25,0.4
BTX,μg/m3,28079011,23,4,26,0.5
BTX,μg/m3,28079011,23,4,27,0.4
BTX,μg/m3,28079011,23,4,28,0.4
BTX,μg/m3,28079011,23,4,29,0.3
BTX,μg/m3,28079011,23,4,30,0.1
BTX,μg/m3,28079011,23,5,1,0.1
BTX,μg/m3,28079011,23,5,2,0.3
BTX,μg/m3,28079011,23,5,3,0.4
BTX,μg/m3,28079011,23,5,4,0.2
BTX,μg/m3,28079011,23,5,5,0.3
BTX,μg/m3,28079011,23,5,6,0.3
BTX,μg/m3,28079011,23,5,7,0.2
BTX,μg/m3,28079011,23,5,8,0.3
BTX,μg/m3,28079011,23,5,9,0.3
BTX,μg/m3,28079011,23,5,10,0.2
BTX,μg/m3,28079011,23,5,11,0.2
BTX,μg/m3,28079011,23,5,12,0.2
BTX,μg/m3,28079011,23,5,13,0.2
BTX,μg/m3,28079011,23,5,14,0.2
BTX,μg/m3,28079011,23,5,15,0.2
BTX,μg/m3,28079011,23,5,16,0.2
BTX,μg/m3,28079011,23,5,17,0.1
BTX,μg/m3,28079011,23,5,18,0.2
BTX,μg/m3,28079011,23,5,19,0.2
BTX,μg/m3,28079011,23,5,20,0.1
BTX,μg/m3,28079011,23,5,21,0.2
BTX,μg/m3,28079011,23,5,22,0.2
BTX,μg/m3,28079011,23,5,23,0.2
BTX,μg/m3,28079011,23,5,24,0.2
BTX,μg/m3,28079011,23,5,25,0.2
BTX,μg/m3,28079011,23,5,26,0.2
BTX,μg/m3,28079011,23,5,27,0.2
BTX,μg/m3,28079011,23,5,28,0.2
BTX,μg/m3,28079011,23,5,29,0.3
BTX,μg/m3,28079011,23,5,30,0.3
BTX,μg/m3,28079011,23,5,31,0.2
BTX,μg/m3,28079011,23,6,1,0.2
BTX,μg/m3,28079011,23,6,2,0.2
BTX,μg/m3,28079011,23,6,3,0.1
BTX,μg/m3,28079011,23,6,4,0.1
BTX,μg/m3,28079011,23,6,5,0.2
BTX,μg/m3,28079011,23,6,6,0.2
BTX,μg/m3,28079011,23,6,7,0.2
BTX,μg/m3,28079011,23,6,8,0.3
BTX,μg/m3,28079011,23,6,9,0.1
BTX,μg/m3,28079011,23,6,10,0.1
BTX,μg/m3,28079011,23,6,11,0.2
BTX,μg/m3,28079011,23,6,12,0.2
BTX,μg/m3,28079011,23,6,13,0.2
BTX,μg/m3,28079011,23,6,14,0.2
BTX,μg/m3,28079011,23,6,15,0.3
BTX,μg/m3,28079011,23,6,16,0.4
BTX,μg/m3,28079011,23,6,17,0.2
